,date,review,rating,isEdited,title,userName,developerResponse
0,2023-01-04 07:02:33,"와우 회원 늘리고 싶은건 이해할 수 있는데, 모든 품목이 와우 쿠폰 할인가로 뜨니까 가격이 한눈에 파악이 안되서 너무 불편하네요. 
꼭 한번 더 클릭을 해야 가격을 볼 수 있으니 답답합니다.",3,False,와우쿠폰할인가 좀 없애주세요,솟아라,
1,2018-12-12 07:46:25,"쿠팡은 정말 쇼셜커머스중에 단언컨대 비교대상이 없음. 악의적인 리뷰를 보고 이런거 처음 남겨봅니다. 타사 특가, 쿠폰할인 해서 쿠팡 로켓배송 상품이 더 싼 경우가 많고 로켓배송 정말 100건중 1건 빼고 평일이든 주말이든 상관없이 다음날 다 배송오구요 1건은 부득이하게 그 다음날 왔는데 포인트보상 받았구요, 유명한 쇼셜커머스 3곳을 정말 다 오래 써봤지만 상담사연결, 상담, 환불  정말 독보적인 친절과 환불도 구매한지 몇개월 전 상품까지도 환불 받았구요,유일하게 이곳에선 컴플레인 걸다 상담사랑 언성 높인적에 없어요! 말이 길어졌는데 한마디로 쿠팡은 정말 진심 100점 만점중 90점임 마이너스 10점은 로켓배송 상품중 품절이 많아요ㅠㅠ",5,False,어플 리뷰 처음 남겨봄,촉새님,
2,2020-03-06 06:37:04,품절상품은 제외해서 목록 볼 수 있게 제발좀 도와주세요..... 정말 진짜로 일시품절상품 내리다가 정신병 걸릴것 같아요 제발 품절상품 제외해서 상품목록 볼수있게 제발요... 간절하게 부탁드립니다.... 딱 그거 한번만 고쳐주세요.... 정말 쿠팡은 위대하고 훌륭한 기업입니다..... 만약 그걸 고쳐준다면 모든 직원분들이 대대손손 복과 영예와 재력을  누릴것이며 무병장수 할것 입니다...,5,False,정말 너무 좋은데 제발 제 건의 한번만 들어주세요,얀식,
3,2019-09-16 14:57:09,"아니 저기요 에어팟 샀더만 남이 쓰던걸 보내주시고 당황스럽네요? 정품인증도 이미 되어있고 다른 사람 이름이 나오고 구매한 사람 입장에서 매우 불쾌하네요. 다른 사람들이 저처럼 이런 상황을 겪지 않게 올립니다 주변 사람들 말 믿고 산건데 신뢰가 떨어지네요.
다시는 이런일 없게끔 하셨으면 좋겠습니다. 제발 부탁드립니다.",5,False,에어팟 부탁드립니다,혤링혤링,
4,2020-03-09 06:38:18,"로켓프레시 사용 회원입니다.
최근 코로나19 사태로 로켓프레시 품절제품이 너무 많습니다.
품절상품 제외하고 보기 란을 만들어주시면 
쇼핑하기에 훨씬 수월할것같은데,, 의견 반영해주시면 매우 감사하겠습니다.",5,False,쿠팡 어플 좋은데 한가지만 제안드려도 될까요?,Msyelf,
5,2018-11-14 07:35:16,"업뎃하러 왔다가 생각해보니.. 항상 너무 잘쓰고 있어서 리뷰는 남겨야겠더라구요
제폰은 3년째 쓰는 아이폰인데 쿠팡앱 불편함 없이 쭉~ 썼습니다 
로켓배송은 말할것도 없이 최고구요 자취해서 최저가 비교는 필수인데 쿠팡이 진짜로 쌉니다.. 로켓 묶음 배송 진짜..최고! 사랑해여 ㅠㅠ",5,False,쿠팡 너무 좋아요ㅎ,Ichigo0312,
6,2019-03-26 02:26:56,"업데이트하러 왔는데 의외로 별점 낮길래 별다섯개 주고 가요!
쿠팡 로켓배송 로켓와우배송 너무너무 좋아요ㅜㅜ
조금 더 비쌀때도 있지만 급하게 물건이 필요할때가 종종있거든요 그럴때 정말 좋구요. 쿠팡배송 시키면 진짜 내물건 어디왔나 오늘 오나 안오나 걱정 안합니다. 
혹시라도 오배송 났거나 품절됐을때도 정말 친절하게 연락 주시고 해결해 주기 때문에 믿고 구매합니다^^ 앞으로도 잘 부탁드려요!",5,False,애용하는 쿠파앙😆💛,gom_soop,
7,2020-01-27 09:28:20,제가 비밀번호가 기억이 안나서 비밀번호 찾기를 했습니다 그러니까 이름과 이메일을 적으라 했구요 그래서 제 이름과 이메일을 적었더니 회원정보가 없다고 하더라고요 그래서 회원가입을 하니 제 이메일은 이미 있는 회원이라고 하고요 저도 쿠팡에 회원가입을 했던게 기억이 나요 근데 이래서 회원가입도 다시 못하고 비밀번호를 찾을 수도 없습니다. 근데 또 로그인을 하지 못하면 고객센터에 말도 못하는 것 같아 여기에 글을 남깁니다 처리해주시면 감사하겠습니다.,5,False,죄송한데요,굳이별명까지..,
8,2019-02-07 01:48:28,빌라4층인데ㅜㅜ 늘 물이랑 휴지 등 생필품을 쿠팡에서 바로 시키는 편입니다. 로켓배송에 항상 감사하고 있어요~ 쿠팡맨들도 언제나 친절 하시고요! 자주 업데이트를 한다는건 개선되고 있다는 거겠죠?ㅎㅎ힝상 김사해요,5,False,쿠팡최고,스캐너이용자,
9,2019-01-02 10:38:36,"좋긴 하다만, 쿠팡 앱 실행하면서 라디오나 음악이 재생되지 않아요. 그 부분에서 전 음악을 달고 사는 사람인데, 좀 불편하네요. 고쳐졌으면 더 좋을텐데, 아쉽게도 그 점 땨문애 사용이 뜸해지네요.

+왜 갑자기 리뷰가 안보이는 거죠?

+와 쿠팡 피드백 진짜 잘 하네요. 고쳐주셔서 감사합니다. 이제 조금 더 많이 쓸 것 같아요.",4,False,...,이지뉴,
